date,new_cases,new_deaths,new_recoveries,total_cases,total_deaths,total_recoveries,active_cases,tests_conducted,positivity_rate,vaccinations_daily
2021-01-21,199865,1958,189872,26362832,315102,25044691,1003038,1936237,10.66,1982296
2021-01-22,202459,1980,192336,26565292,317083,25237027,1011181,1622235,7.47,2000792
2021-01-23,200828,1960,190787,26766120,319043,25427814,1019262,2205815,15.14,1930405
2021-01-24,200641,1955,190609,26966762,320999,25618424,1027338,1599592,19.05,2014126
2021-01-25,195638,1903,185856,27162400,322903,25804280,1035216,1564947,10.54,1996814
2021-01-26,198938,1932,188991,27361339,324836,25993272,1043230,2473192,13.56,2030340
2021-01-27,200583,1945,190554,27561922,326781,26183826,1051314,1099483,18.19,2065751
2021-01-28,204591,1981,194362,27766514,328762,26378188,1059562,2870205,8.17,2132377
2021-01-29,201341,1946,191274,27967855,330709,26569462,1067683,2722665,16.35,2106714
2021-01-30,206487,1992,196163,28174343,332701,26765626,1076015,2411373,9.02,2123537
2021-01-31,191030,1840,181479,28365374,334542,26947105,1083726,2088392,12.8,2065168
2021-02-01,198345,1907,188428,28563719,336450,27135533,1091735,2761570,14.85,2087670
2021-02-02,193988,1862,184289,28757708,338313,27319823,1099572,1329462,11.37,2233376
2021-02-03,203081,1946,192927,28960790,340260,27512750,1107779,1175781,7.68,2118382
2021-02-04,187126,1790,177770,29147916,342050,27690521,1115344,1383820,11.21,2249621
2021-02-05,185980,1776,176681,29333897,343827,27867202,1122866,2407665,8.0,2166294
2021-02-06,186170,1775,176862,29520068,345603,28044064,1130399,995399,15.99,2190162
2021-02-07,177515,1690,168639,29697583,347294,28212704,1137584,1922148,7.86,2255130
2021-02-08,184453,1753,175230,29882037,349047,28387935,1145053,2758386,13.57,2276734
2021-02-09,182215,1729,173104,30064253,350777,28561040,1152435,2470292,8.49,2219088
2021-02-10,185675,1759,176392,30249928,352536,28737432,1159959,1896578,9.38,2216665
2021-02-11,185530,1755,176253,30435458,354291,28913686,1167481,1045723,7.0,2244690
2021-02-12,192085,1814,182481,30627544,356105,29096167,1175271,2557380,11.27,2275749
2021-02-13,186329,1756,177012,30813873,357862,29273180,1182831,2047715,17.66,2314739
2021-02-14,177553,1671,168676,30991427,359533,29441856,1190037,1091837,19.26,2281663
2021-02-15,174799,1642,166059,31166226,361176,29607915,1197135,1038057,7.54,2323628
2021-02-16,180596,1694,171566,31346823,362870,29779482,1204470,2545736,9.76,2385787
2021-02-17,170376,1595,161857,31517199,364466,29941339,1211393,1992037,7.84,2334071
2021-02-18,184971,1729,175722,31702170,366195,30117061,1218912,2458796,13.62,2341675
2021-02-19,180545,1685,171518,31882715,367880,30288580,1226254,2489683,11.83,2261183
2021-02-20,171136,1594,162579,32053852,369475,30451159,1233216,1834193,18.86,2216577
2021-02-21,163751,1523,155564,32217604,370999,30606724,1239881,1666088,6.84,2378463
2021-02-22,177925,1652,169029,32395529,372651,30775753,1247124,1655465,8.56,2365180
2021-02-23,169426,1570,160954,32564955,374222,30936708,1254025,1384121,6.98,2355003
2021-02-24,175037,1620,166285,32739993,375843,31102993,1261156,1635890,13.06,2403682
2021-02-25,159733,1476,151746,32899726,377319,31254739,1267667,2034808,9.0,2399192
2021-02-26,163575,1509,155396,33063301,378828,31410136,1274336,1802475,8.49,2469247
2021-02-27,165476,1524,157202,33228778,380352,31567339,1281086,2304303,12.23,2427750
2021-02-28,164576,1513,156347,33393355,381865,31723687,1287801,1552585,7.42,2396623
2021-03-01,160997,1477,152947,33554352,383343,31876635,1294373,1782388,6.91,2493939
2021-03-02,165284,1514,157020,33719637,384858,32033655,1301123,1869877,7.22,2443971
2021-03-03,155772,1425,147984,33875410,386283,32181639,1307486,1700565,8.07,2491486
2021-03-04,159358,1455,151390,34034769,387739,32333030,1313998,1916503,12.86,2451554
2021-03-05,159653,1455,151670,34194422,389195,32484701,1320525,1177338,12.79,2453131
2021-03-06,160628,1462,152596,34355051,390657,32637298,1327094,1626143,6.83,2499960
2021-03-07,160642,1460,152610,34515693,392117,32789909,1333666,970644,19.6,2506452
2021-03-08,150516,1365,142990,34666210,393483,32932899,1339826,1331332,8.22,2539789
2021-03-09,147551,1336,140173,34813761,394820,33073073,1345867,1457313,8.29,2512280
2021-03-10,160721,1453,152685,34974482,396273,33225758,1352450,1851870,8.91,2443736
2021-03-11,155136,1400,147379,35129618,397674,33373138,1358806,2250303,6.71,2523682
2021-03-12,148906,1342,141461,35278525,399016,33514599,1364909,1638942,12.32,2594702
2021-03-13,159612,1436,151631,35438138,400452,33666231,1371454,1984932,11.91,2549756
2021-03-14,151678,1362,144094,35589816,401815,33810325,1377675,1526284,17.27,2561841
2021-03-15,156275,1401,148461,35746091,403216,33958787,1384087,1772326,10.61,2632935
2021-03-16,150033,1343,142532,35896125,404560,34101319,1390246,856591,13.14,2557392
2021-03-17,159356,1424,151388,36055481,405984,34252707,1396789,1202172,11.86,2525145
2021-03-18,157226,1403,149365,36212708,407387,34402073,1403247,1355062,7.49,2603464
2021-03-19,146644,1306,139312,36359352,408693,34541385,1409273,1426105,6.97,2596414
2021-03-20,152229,1353,144617,36511582,410047,34686003,1415531,830637,14.58,2581353
2021-03-21,150125,1332,142619,36661707,411380,34828622,1421704,960838,11.46,2629852
2021-03-22,153314,1359,145648,36815022,412739,34974270,1428011,1190968,7.0,2672065
2021-03-23,141266,1250,134203,36956288,413990,35108474,1433824,2078780,17.8,2655806
2021-03-24,149189,1318,141729,37105477,415308,35250203,1439965,1240279,16.88,2680311
2021-03-25,150768,1329,143229,37256245,416637,35393433,1446174,1480605,15.09,2764234
2021-03-26,136450,1201,129627,37392695,417839,35523061,1451795,949825,9.13,2664929
2021-03-27,139146,1223,132189,37531842,419062,35655250,1457529,1545612,15.37,2704407
2021-03-28,134738,1182,128001,37666580,420245,35783251,1463083,1051880,6.81,2673352
2021-03-29,143512,1257,136337,37810093,421502,35919589,1469002,1014625,10.56,2664724
2021-03-30,148427,1298,141006,37958521,422800,36060595,1475125,1508872,9.98,2685930
2021-03-31,152386,1330,144767,38110908,424131,36205362,1481413,770324,13.39,2699274
2021-04-01,145337,1267,138070,38256245,425398,36343433,1487413,737825,10.3,2749125
2021-04-02,153258,1333,145596,38409504,426732,36489029,1493742,1102037,8.61,2856446
2021-04-03,138422,1202,131501,38547926,427935,36620530,1499461,742943,7.99,2710931
2021-04-04,137072,1189,130218,38684999,429124,36750749,1505125,833435,7.98,2733542
2021-04-05,145637,1261,138355,38830636,430385,36889104,1511146,1221694,9.28,2758756
2021-04-06,148221,1281,140810,38978858,431666,37029915,1517276,1930716,7.12,2789138
2021-04-07,146585,1265,139256,39125444,432931,37169171,1523340,1571468,7.59,2789859
2021-04-08,136921,1179,130075,39262365,434111,37299246,1529006,1386556,7.96,2848115
2021-04-09,147384,1267,140015,39409749,435379,37439262,1535107,1169479,18.0,2669714
2021-04-10,141942,1219,134845,39551692,436598,37574107,1540985,2032269,19.73,2678705
2021-04-11,152511,1307,144886,39704204,437906,37718994,1547303,1368054,14.04,2780168
2021-04-12,151759,1298,144171,39855963,439205,37863165,1553592,890966,8.59,2866629
2021-04-13,146053,1248,138751,40002017,440453,38001916,1559647,1631519,10.97,2740175
2021-04-14,149076,1271,141622,40151093,441725,38143538,1565829,915087,11.08,2674660
2021-04-15,147307,1254,139942,40298401,442979,38283481,1571940,1245076,7.22,2860075
2021-04-16,153313,1303,145648,40451714,444283,38429129,1578302,1544501,7.17,2850061
2021-04-17,159492,1353,151518,40611207,445637,38580647,1584923,2191786,7.1,2789618
2021-04-18,150944,1279,143397,40762152,446916,38724045,1591191,1499707,12.29,2800988
2021-04-19,159617,1350,151636,40921769,448266,38875681,1597821,1919009,8.4,2807802
2021-04-20,155735,1315,147948,41077505,449581,39023630,1604293,2324849,12.96,2867725
2021-04-21,155780,1313,147991,41233285,450895,39171621,1610768,983735,14.48,2836676
2021-04-22,160634,1352,152602,41393919,452247,39324223,1617448,1244485,14.61,2898373
2021-04-23,157485,1323,149611,41551405,453571,39473835,1623999,1408830,11.87,2736500
2021-04-24,161453,1354,153381,41712859,454925,39627216,1630717,1488327,10.75,2841832
2021-04-25,159860,1338,151867,41872720,456264,39779084,1637371,1456363,7.51,2833697
2021-04-26,177369,1483,168500,42050089,457747,39947585,1644756,2496669,16.13,2882390
2021-04-27,169485,1414,161011,42219574,459162,40108596,1651815,2057607,8.1,2873392
2021-04-28,167641,1397,159259,42387216,460560,40267855,1658800,1857308,9.7,2945153
2021-04-29,174108,1448,165403,42561325,462008,40433258,1666057,1409188,12.69,2817140
2021-04-30,174443,1449,165721,42735768,463457,40598980,1673330,2309266,10.07,2917106
2021-05-01,175934,1458,167137,42911702,464916,40766117,1680668,2559947,12.5,2947351
2021-05-02,182210,1508,173100,43093913,466425,40939217,1688270,2407365,9.12,3016747
2021-05-03,185095,1529,175840,43279009,467955,41115058,1695995,928374,10.71,2904183
2021-05-04,180890,1492,171846,43459899,469447,41286904,1703547,2055642,15.05,2948727
2021-05-05,182965,1507,173817,43642865,470954,41460721,1711188,1008387,16.22,2846419
2021-05-06,186837,1536,177495,43829702,472491,41638217,1718993,1415492,9.55,2820998
2021-05-07,179136,1470,170180,44008839,473962,41808397,1726479,1002315,7.13,2986692
2021-05-08,185570,1521,176291,44194409,475483,41984688,1734237,2048314,11.85,2947907
2021-05-09,202545,1657,192418,44396954,477140,42177107,1742707,2403382,8.11,3010717
2021-05-10,206565,1687,196237,44603520,478827,42373344,1751348,1269320,8.63,2886600
2021-05-11,199789,1629,189800,44803310,480457,42563144,1759708,1765821,6.99,2984616
2021-05-12,206676,1682,196342,45009986,482140,42759487,1768359,1976313,7.57,3055285
2021-05-13,208171,1692,197762,45218158,483832,42957250,1777075,1809121,9.38,2985925
2021-05-14,224894,1825,213649,45443052,485657,43170900,1786495,1396652,8.64,2981735
2021-05-15,218045,1766,207143,45661098,487423,43378043,1795631,2003724,7.15,2971171
2021-05-16,214817,1737,204076,45875915,489161,43582120,1804634,2687748,11.12,2894907
2021-05-17,213750,1725,203062,46089665,490887,43785182,1813596,1220529,12.09,3043808
2021-05-18,213627,1722,202945,46303292,492609,43988128,1822555,1239421,19.58,2947934
2021-05-19,225868,1817,214574,46529161,494426,44202703,1832031,1930656,7.54,3006019
2021-05-20,224320,1802,213104,46753481,496229,44415807,1841445,3234082,7.69,2904830
2021-05-21,224300,1799,213085,46977782,498028,44628892,1850861,2621115,16.54,2926064
2021-05-22,231546,1854,219969,47209329,499882,44848862,1860584,2729174,9.29,3058716
2021-05-23,232797,1861,221157,47442126,501743,45070020,1870363,2006527,10.37,2971389
2021-05-24,250122,1996,237616,47692249,503739,45307636,1880873,2735494,16.16,3063079
2021-05-25,249633,1988,237151,47941882,505728,45544788,1891365,1273455,6.75,2988032
2021-05-26,248777,1978,236338,48190659,507707,45781126,1901825,2826354,13.99,2901245
2021-05-27,259864,2063,246871,48450524,509770,46027998,1912755,3672629,17.63,3039208
2021-05-28,256552,2033,243724,48707076,511804,46271722,1923549,2854329,9.13,2966241
2021-05-29,255611,2023,242831,48962688,513827,46514553,1934306,3511335,8.07,3031669
2021-05-30,271338,2143,257771,49234026,515971,46772325,1945729,3321110,18.78,2998861
2021-05-31,270273,2131,256759,49504299,518103,47029084,1957111,1677202,8.63,2921177
2021-06-01,266297,2097,252982,49770597,520200,47282067,1968329,3734701,9.69,3007148
2021-06-02,274486,2158,260762,50045084,522358,47542830,1979895,1554813,16.58,3109211
2021-06-03,275062,2158,261309,50320147,524517,47804139,1991489,2844060,14.87,3024382
2021-06-04,276576,2167,262747,50596723,526684,48066887,2003151,1776000,9.36,2997057
2021-06-05,292217,2285,277606,50888940,528970,48344493,2015476,1495294,12.56,3053767
2021-06-06,301274,2352,286210,51190215,531323,48630704,2028187,2777852,6.95,3010466
2021-06-07,288919,2252,274473,51479134,533576,48905177,2040380,2297027,7.58,3010210
2021-06-08,302955,2358,287807,51782090,535934,49192985,2053170,2987141,6.74,2944818
2021-06-09,301157,2340,286099,52083247,538274,49479085,2065887,3244070,13.16,3010625
2021-06-10,306286,2376,290972,52389534,540650,49770057,2078825,1665401,6.8,3050105
2021-06-11,310112,2401,294606,52699646,543052,50064664,2091929,1932008,10.74,2955797
2021-06-12,313144,2421,297487,53012791,545473,50362151,2105165,3315081,11.8,3067959
2021-06-13,322135,2486,306028,53334926,547960,50668180,2118785,2716142,18.17,2991151
2021-06-14,322203,2482,306093,53657130,550443,50974273,2132413,3960441,18.09,2950216
2021-06-15,332211,2555,315601,53989342,552999,51289875,2146467,3828049,8.39,3043222
2021-06-16,335144,2574,318386,54324486,555573,51608262,2160650,4509714,10.44,2977604
2021-06-17,338770,2597,321831,54663256,558171,51930093,2174991,4039809,13.76,3028391
2021-06-18,340028,2602,323027,55003285,560774,52253121,2189390,3162034,8.98,2974166
2021-06-19,346316,2646,329000,55349601,563420,52582121,2204059,4062173,13.28,2983970
2021-06-20,357640,2728,339758,55707242,566149,52921880,2219212,2773078,9.28,3009715
2021-06-21,361061,2750,343007,56068303,568899,53264888,2234515,2911283,11.64,2997526
2021-06-22,358389,2725,340469,56426692,571624,53605358,2249709,4619586,7.56,2881018
2021-06-23,368521,2797,350095,56795214,574422,53955453,2265338,3487759,7.57,2922415
2021-06-24,376555,2853,357727,57171769,577276,54313181,2281312,4889118,10.23,3022500
2021-06-25,369249,2793,350786,57541018,580070,54663967,2296980,4883035,11.75,2966844
2021-06-26,385134,2909,365878,57926153,582979,55029845,2313328,5228444,11.59,2944557
2021-06-27,383948,2895,364751,58310102,585874,55394597,2329630,5439154,7.66,2899977
2021-06-28,394980,2973,375231,58705082,588848,55769828,2346405,3677207,12.07,2910952
2021-06-29,393196,2955,373536,59098278,591803,56143365,2363110,3219753,14.1,2860754
2021-06-30,392892,2948,373247,59491171,594751,56516612,2379806,4251878,17.1,2953557
2021-07-01,398701,2986,378766,59889873,597738,56895379,2396755,3473377,10.34,2925348
2021-07-02,412018,3081,391417,60301891,600819,57286797,2414274,4536631,10.18,2903462
2021-07-03,418031,3121,397130,60719923,603940,57683927,2432055,5039730,7.46,2944779
2021-07-04,417180,3109,396321,61137104,607050,58080248,2449804,4957796,13.87,2962652
2021-07-05,429877,3198,408384,61566982,610249,58488633,2468099,3759510,11.35,3045255
2021-07-06,423372,3145,402203,61990354,613394,58890836,2486123,2823302,7.64,2861018
2021-07-07,436356,3236,414538,62426710,616630,59305375,2504704,4060421,7.56,2990473
2021-07-08,435648,3225,413865,62862358,619856,59719240,2523261,2799449,11.3,2976926
2021-07-09,443469,3278,421296,63305828,623134,60140537,2542157,6164660,10.43,2884960
2021-07-10,451999,3335,429399,63757828,626469,60569937,2561421,3823364,12.45,2929596
2021-07-11,452501,3333,429876,64210330,629803,60999813,2580713,2961441,6.98,2891950
2021-07-12,459927,3382,436931,64670258,633186,61436745,2600326,2416681,16.16,2919392
2021-07-13,471934,3465,448337,65142192,636651,61885082,2620458,5407528,6.97,2980718
2021-07-14,469074,3438,445620,65611266,640090,62330703,2640473,5332917,8.45,2930574
2021-07-15,481196,3521,457136,66092463,643611,62787840,2661011,4044956,9.69,2920637
2021-07-16,476430,3480,452609,66568893,647092,63240449,2681352,2723810,18.77,2868485
2021-07-17,489790,3572,465300,67058684,650664,63705750,2702269,4455275,10.25,2810472
2021-07-18,499411,3636,474441,67558095,654301,64180191,2723603,4051315,11.02,2868808
2021-07-19,484907,3525,460662,68043003,657826,64640853,2744323,5707945,15.12,2934000
2021-07-20,498341,3616,473424,68541344,661443,65114277,2765623,5510554,8.65,2791634
2021-07-21,510268,3697,484755,69051613,665140,65599032,2787440,4411751,6.8,2809444
2021-07-22,511422,3699,485851,69563035,668839,66084883,2809312,3671463,9.41,2862602
2021-07-23,519343,3750,493376,70082379,672590,66578260,2831528,7728016,8.23,2801033
2021-07-24,519512,3745,493537,70601891,676335,67071797,2853759,4956160,17.59,2804502
2021-07-25,528004,3800,501604,71129896,680135,67573401,2876359,6274146,10.9,2816698
2021-07-26,531826,3821,505234,71661722,683956,68078636,2899129,3406628,16.22,2763235
2021-07-27,543468,3898,516295,72205191,687855,68594932,2922404,5356372,8.99,2776336
2021-07-28,543919,3895,516723,72749111,691750,69111655,2945704,2869374,6.95,2853629
2021-07-29,549343,3927,521876,73298454,695678,69633532,2969244,5523405,8.61,2746396
2021-07-30,550595,3929,523065,73849050,699608,70156597,2992844,8060813,17.34,2725068
2021-07-31,555205,3956,527445,74404256,703564,70684043,3016648,4909167,11.7,2766550
2021-08-01,560459,3987,532436,74964715,707551,71216480,3040684,3020854,9.52,2827632
2021-08-02,569561,4045,541083,75534277,711596,71757563,3065117,3024120,11.07,2774064
2021-08-03,570439,4044,541917,76104717,715640,72299481,3089595,5065429,7.5,2753453
2021-08-04,578936,4097,549989,76683653,719738,72849470,3114444,3821124,7.61,2771566
2021-08-05,592794,4189,563154,77276448,723927,73412625,3139894,3102402,8.99,2674627
2021-08-06,591689,4174,562105,77868137,728101,73974730,3165304,7432886,11.45,2779108
2021-08-07,590606,4159,561076,78458744,732261,74535807,3190675,5661101,13.24,2765904
2021-08-08,603131,4240,572974,79061875,736502,75108782,3216591,4760183,16.51,2718526
2021-08-09,599958,4211,569960,79661834,740713,75678742,3242377,8399922,11.7,2781447
2021-08-10,596667,4181,566834,80258502,744895,76245577,3268029,3676300,10.95,2666837
2021-08-11,606661,4244,576328,80865163,749139,76821905,3294118,8832492,8.5,2771571
2021-08-12,607175,4240,576816,81472338,753380,77398721,3320236,4942205,8.63,2714767
2021-08-13,619583,4320,588604,82091922,757700,77987326,3346895,8602321,17.54,2681986
2021-08-14,626228,4359,594917,82718151,762060,78582243,3373847,6906947,11.17,2689496
2021-08-15,639298,4442,607333,83357449,766503,79189577,3401369,8481618,14.67,2676709
2021-08-16,637313,4421,605447,83994762,770924,79795024,3428813,9457815,15.23,2734577
2021-08-17,639329,4428,607362,84634092,775353,80402387,3456351,5040506,7.53,2611128
2021-08-18,649300,4489,616835,85283393,779843,81019223,3484326,9487165,18.45,2618145
2021-08-19,638810,4410,606869,85922203,784253,81626093,3511856,5682101,10.88,2699305
2021-08-20,655738,4519,622952,86577942,788772,82249045,3540124,5806646,14.97,2608845
2021-08-21,663093,4562,629938,87241035,793335,82878983,3568716,5572549,7.25,2674692
2021-08-22,656506,4509,623681,87897542,797844,83502664,3597032,6836910,9.46,2705595
2021-08-23,674262,4623,640548,88571804,802468,84143213,3626121,4410651,13.67,2591406
2021-08-24,674862,4620,641119,89246666,807089,84784333,3655244,7111102,9.98,2636353
2021-08-25,675703,4618,641917,89922369,811707,85426251,3684411,7038831,8.12,2535307
2021-08-26,685536,4677,651259,90607905,816385,86077510,3714010,8650794,6.86,2621352
2021-08-27,698301,4756,663386,91306207,821142,86740897,3744168,9312901,13.88,2584131
2021-08-28,692416,4708,657796,91998624,825851,87398693,3774080,6511775,7.21,2588276
2021-08-29,697291,4734,662427,92695916,830585,88061120,3804210,5594602,6.97,2522732
2021-08-30,698280,4733,663366,93394196,835318,88724486,3834391,5302286,7.06,2462266
2021-08-31,700838,4742,665796,94095035,840060,89390283,3864690,4868192,8.81,2560716
2021-09-01,713734,4821,678047,94808769,844882,90068331,3895555,3980122,8.85,2422542
2021-09-02,709781,4787,674292,95518551,849669,90742623,3926258,5979540,11.07,2499930
2021-09-03,718883,4840,682939,96237435,854509,91425563,3957361,5537186,7.98,2552869
2021-09-04,720586,4843,684557,96958022,859353,92110120,3988547,10566811,9.7,2505346
2021-09-05,729804,4897,693314,97687826,864251,92803435,4020140,7719207,8.49,2583040
2021-09-06,733498,4914,696823,98421324,869165,93500258,4051901,6214762,10.77,2526680
2021-09-07,741424,4958,704352,99162749,874124,94204611,4084013,8010846,8.12,2432465
2021-09-08,738079,4928,701175,99900828,879052,94905786,4115988,4717777,7.55,2456193
2021-09-09,743659,4957,706476,100644487,884009,95612263,4148214,7020470,15.47,2442062
2021-09-10,744481,4954,707257,101388969,888964,96319521,4180484,8384611,7.5,2354860
2021-09-11,751508,4992,713933,102140478,893957,97033454,4213066,7431655,9.61,2376425
2021-09-12,759959,5040,721961,102900438,898997,97755416,4246023,6853155,7.44,2384820
2021-09-13,766189,5073,727879,103666627,904071,98483296,4279259,11445708,10.74,2300401
2021-09-14,762114,5038,724008,104428741,909109,99207304,4312327,10519572,11.38,2393880
2021-09-15,775382,5117,736613,105204124,914227,99943918,4345979,8710694,7.07,2368288
2021-09-16,782112,5153,743006,105986236,919380,100686924,4379931,8363733,13.31,2286276
2021-09-17,781691,5141,742606,106767928,924522,101429531,4413874,8760108,7.44,2379255
2021-09-18,793289,5209,753624,107561217,929731,102183156,4448329,5563433,10.16,2383907
2021-09-19,784308,5141,745093,108345526,934873,102928249,4482402,7020642,9.86,2348481
2021-09-20,786218,5145,746907,109131744,940019,103675157,4516567,4241330,12.37,2309889
2021-09-21,787804,5147,748414,109919549,945166,104423571,4550810,7685394,9.32,2344578
2021-09-22,808427,5273,768005,110727976,950440,105191577,4585958,8432095,12.12,2337880
2021-09-23,808461,5265,768038,111536437,955705,105959615,4621116,5883574,18.54,2308054
2021-09-24,809147,5260,768690,112345585,960966,106728305,4656313,11846151,12.95,2240221
2021-09-25,815055,5290,774302,113160640,966256,107502608,4691775,11487833,19.75,2284004
2021-09-26,812252,5263,771639,113972892,971519,108274248,4727124,9926890,6.76,2318626
2021-09-27,834328,5397,792612,114807221,976917,109066860,4763443,8621838,6.82,2217654
2021-09-28,826960,5340,785612,115634182,982257,109852473,4799451,11329108,11.17,2340974
2021-09-29,831072,5358,789518,116465254,987616,110641991,4835646,5241178,8.14,2198347
2021-09-30,838361,5396,796443,117303616,993012,111438435,4872168,10819137,11.82,2214760
2021-10-01,841341,5406,799274,118144957,998419,112237709,4908828,5256875,8.54,2167988
2021-10-02,844256,5416,802043,118989213,1003835,113039753,4945625,10926455,7.66,2201211
2021-10-03,843382,5401,801213,119832596,1009237,113840966,4982392,6542687,6.91,2091336
2021-10-04,853887,5459,811193,120686484,1014697,114652159,5019627,11758807,11.11,2139509
2021-10-05,865133,5522,821877,121551618,1020219,115474037,5057361,12492898,7.79,2100536
2021-10-06,866642,5522,823310,122418260,1025742,116297347,5095170,5622741,13.06,2150207
2021-10-07,872071,5548,828467,123290331,1031290,117125815,5133225,8395218,6.71,2181430
2021-10-08,865738,5498,822451,124156070,1036789,117948266,5171013,12821471,19.02,2152245
2021-10-09,867533,5501,824156,125023603,1042290,118772423,5208889,8531389,9.06,1989570
2021-10-10,876039,5545,832237,125899642,1047836,119604660,5247145,11945210,8.62,2198437
2021-10-11,881132,5568,837075,126780775,1053405,120441736,5285633,9593165,8.42,2099252
2021-10-12,890509,5618,845984,127671284,1059023,121287720,5324540,7794896,16.12,2033792
2021-10-13,880760,5547,836722,128552045,1064571,122124442,5363030,6920870,6.95,2068579
2021-10-14,901053,5666,856001,129453099,1070237,122980444,5402417,6336419,14.68,2057614
2021-10-15,896798,5630,851958,130349897,1075867,123832403,5441627,11315792,8.91,2003523
2021-10-16,899636,5638,854654,131249534,1081506,124687057,5480970,7975642,13.84,2034802
2021-10-17,900891,5636,855847,132150426,1087142,125542904,5520378,9110496,12.39,1982553
2021-10-18,901858,5633,856765,133052284,1092776,126399670,5559837,8949368,9.56,1980712
2021-10-19,918427,5727,872506,133970711,1098504,127272176,5600031,9894026,10.9,1954602
2021-10-20,918855,5720,872913,134889567,1104224,128145089,5640253,12547687,15.15,1905253
2021-10-21,916215,5694,870405,135805783,1109919,129015494,5680369,13566768,14.9,1972134
2021-10-22,920364,5710,874346,136726148,1115630,129889840,5720677,8353084,10.89,1982050
2021-10-23,929333,5757,882866,137655481,1121387,130772707,5761386,12337076,7.95,1966459
2021-10-24,943527,5835,896350,138599008,1127222,131669058,5802727,11931162,7.15,1969630
2021-10-25,938050,5791,891148,139537059,1133014,132560206,5843838,10070245,17.12,1932760
2021-10-26,935996,5769,889196,140473055,1138783,133449402,5884869,13628544,11.2,1877807
2021-10-27,946442,5824,899120,141419497,1144607,134348522,5926367,6629587,16.66,1934319
2021-10-28,950462,5839,902938,142369959,1150446,135251461,5968051,5790825,19.36,1812346
2021-10-29,942490,5780,895366,143312450,1156226,136146828,6009395,12760965,8.61,1823069
2021-10-30,959847,5877,911854,144272297,1162104,137058682,6051510,9014403,9.07,1807768
2021-10-31,963101,5887,914946,145235398,1167991,137973629,6093778,12972672,15.08,1897854
2021-11-01,971866,5930,923273,146207265,1173922,138896902,6136441,13538978,13.63,1878861
2021-11-02,981752,5981,932664,147189017,1179903,139829566,6179547,5521938,19.09,1843957
2021-11-03,982252,5974,933140,148171270,1185877,140762706,6222685,13589120,7.49,1861058
2021-11-04,979378,5946,930409,149150648,1191824,141693116,6265707,9287630,6.78,1751368
2021-11-05,979281,5936,930317,150129930,1197760,142623433,6308735,9894983,15.74,1800634
2021-11-06,1001761,6062,951673,151131692,1203823,143575107,6352761,11285770,13.67,1764822
2021-11-07,993258,6001,943595,152124950,1209824,144518702,6396422,14167659,7.31,1801305
2021-11-08,997084,6014,947230,153122034,1215838,145465933,6440263,5176027,7.01,1741085
2021-11-09,1000932,6027,950885,154122967,1221866,146416819,6484282,9777544,10.87,1715491
2021-11-10,1006065,6048,955762,155129032,1227914,147372581,6528537,11949260,18.16,1749683
2021-11-11,1008357,6051,957939,156137390,1233965,148330520,6572903,12329255,18.54,1754353
2021-11-12,1010196,6052,959686,157147586,1240018,149290206,6617360,12046916,9.31,1665045
2021-11-13,1014295,6067,963580,158161881,1246085,150253787,6662008,6435045,11.2,1683336
2021-11-14,1020809,6096,969768,159182690,1252181,151223556,6706952,8160304,18.92,1621406
2021-11-15,1022176,6094,971067,160204867,1258275,152194624,6751967,8777589,9.23,1537376
2021-11-16,1025225,6102,973964,161230093,1264377,153168588,6797126,13373424,19.56,1660267
2021-11-17,1033192,6139,981532,162263285,1270517,154150121,6842647,8046086,7.77,1668668
2021-11-18,1035227,6141,983466,163298513,1276658,155133587,6888267,7357416,12.4,1639320
2021-11-19,1047836,6205,995444,164346349,1282863,156129032,6934453,15271673,18.51,1516749
2021-11-20,1030844,6094,979302,165377194,1288958,157108334,6979901,5245590,9.19,1584712
2021-11-21,1053307,6217,1000642,166430502,1295175,158108977,7026349,15776666,11.14,1479383
2021-11-22,1057797,6233,1004907,167488300,1301408,159113885,7073006,12448387,6.79,1646850
2021-11-23,1044881,6146,992637,168533181,1307555,160106522,7119103,13880927,9.58,1512147
2021-11-24,1057178,6208,1004319,169590359,1313764,161110841,7165753,8400545,12.9,1617326
2021-11-25,1060639,6218,1007607,170650999,1319983,162118449,7212566,5455029,8.27,1589976
2021-11-26,1059022,6198,1006071,171710021,1326182,163124520,7259318,13109312,12.96,1485803
2021-11-27,1065691,6227,1012406,172775712,1332409,164136926,7306375,14217861,7.12,1462367
2021-11-28,1067503,6227,1014128,173843215,1338637,165151054,7353523,13242123,11.43,1524723
2021-11-29,1085246,6320,1030984,174928462,1344958,166182039,7401464,6976512,9.53,1453211
2021-11-30,1084544,6306,1030317,176013007,1351264,167212356,7449385,13593985,18.16,1488801
2021-12-01,1089554,6324,1035076,177102561,1357589,168247433,7497538,13825605,10.8,1447811
2021-12-02,1090083,6317,1035579,178192644,1363906,169283012,7545725,12629056,7.51,1371198
2021-12-03,1084053,6271,1029850,179276698,1370178,170312863,7593656,13725375,7.66,1337065
2021-12-04,1090244,6297,1035731,180366942,1376475,171348595,7641871,14673828,13.81,1448285
2021-12-05,1098423,6333,1043501,181465365,1382809,172392097,7690458,12232085,13.77,1397264
2021-12-06,1092915,6291,1038269,182558280,1389101,173430366,7738812,6432950,7.59,1386111
2021-12-07,1105578,6353,1050299,183663859,1395455,174480666,7787737,10918998,6.99,1437013
